order_id,order_date,customer_id,product_name,category,quantity,price,country
2110,2024-03-21,1085,Gaming Keyboard,Electronics,3,70,Canada
2111,2024-03-20,1086,Bluetooth Headphones,Electronics,3,95,Germany
2112,2024-06-27,1038,External Hard Drive,Electronics,2,120,USA
2113,2024-04-17,1086,Bluetooth Headphones,Electronics,2,95,Canada
2114,2024-05-25,1039,Bluetooth Headphones,Electronics,5,95,Singapore
2115,2024-01-01,1039,24 inch Monitor,Electronics,2,220,Germany
2116,2024-05-28,1078,Mechanical Keyboard,Electronics,3,110,Germany
2117,2024-04-23,1057,Mechanical Keyboard,Electronics,2,110,Canada
2118,2024-05-01,1095,Office Chair,Furniture,1,150,UK
2119,2024-05-11,1085,Mechanical Keyboard,Electronics,5,110,UK
2120,2024-01-24,1097,Laptop Stand,Accessories,3,40,USA
2121,2024-02-20,1019,Wireless Mouse,Electronics,1,25.5,USA
2122,2024-05-01,1079,Gaming Keyboard,Electronics,4,70,Germany
2123,2024-06-10,1074,Laptop Stand,Accessories,4,40,Germany
2124,2024-04-12,1032,Office Chair,Furniture,1,150,Singapore
2125,2024-01-28,1100,Bluetooth Headphones,Electronics,2,95,USA
2126,2024-06-27,1067,Desk Lamp,Furniture,1,35,Canada
2127,2024-03-04,1016,Desk Lamp,Furniture,2,35,Singapore
2128,2024-04-28,1086,External Hard Drive,Electronics,5,120,Canada
2129,2024-03-22,1097,Desk Lamp,Furniture,5,35,Singapore
2130,2024-05-09,1055,External Hard Drive,Electronics,4,120,USA
2131,2024-05-01,1058,24 inch Monitor,Electronics,2,220,Singapore
2132,2024-06-12,1036,External Hard Drive,Electronics,4,120,Australia
2133,2024-03-02,1036,Desk Lamp,Furniture,1,35,Australia
2134,2024-03-14,1031,24 inch Monitor,Electronics,3,220,UK
2135,2024-05-18,1011,Office Chair,Furniture,2,150,USA
2136,2024-04-08,1089,Office Chair,Furniture,2,150,India
2137,2024-04-16,1053,USB-C Cable,Accessories,5,12,Germany
2138,2024-04-16,1008,Laptop Stand,Accessories,4,40,Germany
2139,2024-05-29,1090,Wireless Mouse,Electronics,5,25.5,Germany
2140,2024-05-02,1001,USB-C Cable,Accessories,3,12,Singapore
2141,2024-04-09,1054,External Hard Drive,Electronics,5,120,Singapore
2142,2024-06-03,1029,Desk Lamp,Furniture,2,35,UK
2143,2024-04-21,1063,Wireless Mouse,Electronics,4,25.5,UK
2144,2024-06-20,1087,Bluetooth Headphones,Electronics,2,95,Singapore
2145,2024-04-29,1017,Webcam HD,Electronics,5,60,India
2146,2024-04-10,1076,Webcam HD,Electronics,1,60,India
2147,2024-06-13,1055,Office Chair,Furniture,4,150,USA
2148,2024-01-13,1034,Bluetooth Headphones,Electronics,3,95,USA
2149,2024-04-26,1042,USB-C Cable,Accessories,4,12,UK
2150,2024-04-17,1033,Gaming Keyboard,Electronics,4,70,India
2151,2024-05-18,1007,USB-C Cable,Accessories,2,12,Australia
2152,2024-01-18,1100,Mechanical Keyboard,Electronics,1,110,Singapore
2153,2024-01-08,1032,Laptop Stand,Accessories,1,40,Canada
2154,2024-02-09,1031,Office Chair,Furniture,4,150,Australia
2155,2024-01-30,1073,Laptop Stand,Accessories,4,40,Australia
2156,2024-03-06,1099,USB-C Cable,Accessories,2,12,Canada
2157,2024-06-04,1096,Ergonomic Mouse Pad,Accessories,1,18,Singapore
2158,2024-02-11,1040,Gaming Keyboard,Electronics,5,70,India
2159,2024-03-20,1074,Mechanical Keyboard,Electronics,4,110,Germany
2160,2024-02-20,1010,Webcam HD,Electronics,2,60,India
2161,2024-06-27,1099,24 inch Monitor,Electronics,5,220,Singapore
2162,2024-01-31,1073,Wireless Mouse,Electronics,3,25.5,Canada
2163,2024-04-19,1085,USB-C Cable,Accessories,1,12,Canada
2164,2024-06-14,1044,Wireless Mouse,Electronics,4,25.5,Singapore
2165,2024-05-05,1014,Bluetooth Headphones,Electronics,3,95,Australia
2166,2024-04-27,1091,Office Chair,Furniture,4,150,USA
2167,2024-05-13,1084,24 inch Monitor,Electronics,5,220,Singapore
2168,2024-05-17,1100,Desk Lamp,Furniture,4,35,Germany
2169,2024-05-31,1035,USB-C Cable,Accessories,2,12,Singapore
2170,2024-01-23,1036,Desk Lamp,Furniture,2,35,Singapore
2171,2024-04-28,1073,Webcam HD,Electronics,4,60,UK
2172,2024-01-08,1064,USB-C Cable,Accessories,2,12,Germany
2173,2024-02-24,1046,24 inch Monitor,Electronics,3,220,UK
2174,2024-06-01,1090,24 inch Monitor,Electronics,5,220,India
2175,2024-05-12,1025,Gaming Keyboard,Electronics,2,70,Australia
2176,2024-04-14,1063,External Hard Drive,Electronics,2,120,Australia
2177,2024-05-01,1083,Ergonomic Mouse Pad,Accessories,4,18,Germany
2178,2024-01-05,1012,24 inch Monitor,Electronics,2,220,Germany
2179,2024-06-26,1032,24 inch Monitor,Electronics,5,220,UK
2180,2024-05-01,1071,External Hard Drive,Electronics,3,120,Germany
2181,2024-05-20,1043,USB-C Cable,Accessories,4,12,UK
2182,2024-03-19,1033,Laptop Stand,Accessories,1,40,Australia
2183,2024-02-19,1041,Gaming Keyboard,Electronics,5,70,Singapore
2184,2024-06-25,1024,Laptop Stand,Accessories,2,40,Australia
2185,2024-05-03,1036,Ergonomic Mouse Pad,Accessories,5,18,Singapore
2186,2024-05-14,1077,24 inch Monitor,Electronics,1,220,Singapore
2187,2024-02-19,1038,Laptop Stand,Accessories,3,40,USA
2188,2024-03-18,1002,Ergonomic Mouse Pad,Accessories,5,18,USA
2189,2024-03-11,1006,Wireless Mouse,Electronics,5,25.5,UK
2190,2024-06-27,1017,Mechanical Keyboard,Electronics,4,110,India
2191,2024-01-04,1074,24 inch Monitor,Electronics,4,220,Germany
2192,2024-04-22,1044,Office Chair,Furniture,1,150,UK
2193,2024-05-02,1015,Gaming Keyboard,Electronics,4,70,Germany
2194,2024-01-19,1074,Mechanical Keyboard,Electronics,1,110,USA
2195,2024-02-08,1073,24 inch Monitor,Electronics,1,220,USA
2196,2024-01-31,1072,Bluetooth Headphones,Electronics,5,95,Canada
2197,2024-06-07,1029,External Hard Drive,Electronics,4,120,Germany
2198,2024-04-23,1039,Webcam HD,Electronics,4,60,UK
2199,2024-05-25,1080,Wireless Mouse,Electronics,5,25.5,Australia
2200,2024-01-26,1098,Laptop Stand,Accessories,2,40,UK
2201,2024-06-18,1011,Office Chair,Furniture,2,150,USA
2202,2024-05-21,1010,Office Chair,Furniture,1,150,Germany
2203,2024-04-25,1089,Webcam HD,Electronics,4,60,UK
2204,2024-01-09,1030,24 inch Monitor,Electronics,3,220,Australia
2205,2024-04-26,1010,Mechanical Keyboard,Electronics,2,110,UK
2206,2024-06-09,1076,Mechanical Keyboard,Electronics,2,110,Germany
2207,2024-01-30,1070,Laptop Stand,Accessories,2,40,UK
2208,2024-02-06,1010,Wireless Mouse,Electronics,2,25.5,Singapore
2209,2024-03-19,1077,Ergonomic Mouse Pad,Accessories,5,18,UK
2210,2024-04-22,1016,Desk Lamp,Furniture,3,35,Australia
2211,2024-04-13,1035,External Hard Drive,Electronics,5,120,Germany
2212,2024-04-22,1011,Webcam HD,Electronics,1,60,Germany
2213,2024-03-23,1078,24 inch Monitor,Electronics,1,220,India
2214,2024-02-28,1087,Webcam HD,Electronics,5,60,India
2215,2024-06-21,1035,Webcam HD,Electronics,1,60,Singapore
2216,2024-02-14,1061,External Hard Drive,Electronics,4,120,UK
2217,2024-02-16,1075,Bluetooth Headphones,Electronics,4,95,India
2218,2024-04-30,1045,Bluetooth Headphones,Electronics,3,95,UK
2219,2024-06-20,1014,Office Chair,Furniture,3,150,Germany
2220,2024-06-26,1064,24 inch Monitor,Electronics,4,220,Singapore
2221,2024-05-20,1005,Desk Lamp,Furniture,1,35,UK
2222,2024-03-05,1042,Gaming Keyboard,Electronics,4,70,Singapore
2223,2024-05-11,1001,Mechanical Keyboard,Electronics,5,110,Germany
2224,2024-04-15,1007,Laptop Stand,Accessories,5,40,UK
2225,2024-06-08,1097,Desk Lamp,Furniture,4,35,Singapore
2226,2024-01-14,1027,24 inch Monitor,Electronics,5,220,USA
2227,2024-03-14,1057,Ergonomic Mouse Pad,Accessories,4,18,India
2228,2024-01-08,1081,Webcam HD,Electronics,2,60,Australia
2229,2024-02-10,1040,External Hard Drive,Electronics,1,120,Canada
2230,2024-04-14,1012,Laptop Stand,Accessories,1,40,Germany
2231,2024-01-31,1083,Office Chair,Furniture,4,150,Australia
2232,2024-03-15,1066,Ergonomic Mouse Pad,Accessories,3,18,Germany
2233,2024-05-03,1061,Laptop Stand,Accessories,4,40,Canada
2234,2024-02-07,1050,Laptop Stand,Accessories,5,40,Canada
2235,2024-02-04,1009,24 inch Monitor,Electronics,4,220,UK
2236,2024-05-09,1035,Wireless Mouse,Electronics,3,25.5,Australia
2237,2024-03-17,1076,Webcam HD,Electronics,4,60,Singapore
2238,2024-02-08,1058,External Hard Drive,Electronics,4,120,UK
2239,2024-03-26,1071,External Hard Drive,Electronics,4,120,Germany
2240,2024-03-23,1025,Ergonomic Mouse Pad,Accessories,2,18,Canada
2241,2024-04-08,1030,Bluetooth Headphones,Electronics,1,95,UK
2242,2024-05-01,1091,Bluetooth Headphones,Electronics,4,95,Australia
2243,2024-06-15,1020,Desk Lamp,Furniture,1,35,USA
2244,2024-05-08,1076,USB-C Cable,Accessories,1,12,Singapore
2245,2024-04-22,1013,External Hard Drive,Electronics,4,120,India
2246,2024-02-06,1053,Mechanical Keyboard,Electronics,2,110,India
2247,2024-04-30,1034,USB-C Cable,Accessories,5,12,Australia
2248,2024-04-11,1084,Gaming Keyboard,Electronics,3,70,Singapore
2249,2024-06-21,1069,Bluetooth Headphones,Electronics,3,95,Australia
2250,2024-05-04,1070,Wireless Mouse,Electronics,5,25.5,India
2251,2024-03-01,1081,Mechanical Keyboard,Electronics,3,110,USA
2252,2024-01-24,1056,Gaming Keyboard,Electronics,1,70,Germany
2253,2024-02-12,1089,24 inch Monitor,Electronics,1,220,India
2254,2024-03-24,1008,24 inch Monitor,Electronics,3,220,UK
2255,2024-04-20,1019,Laptop Stand,Accessories,5,40,Germany
2256,2024-05-24,1088,Office Chair,Furniture,2,150,USA
2257,2024-01-21,1079,Bluetooth Headphones,Electronics,5,95,Australia
2258,2024-03-02,1064,Webcam HD,Electronics,2,60,USA
2259,2024-04-28,1082,24 inch Monitor,Electronics,4,220,UK
2260,2024-06-19,1002,Desk Lamp,Furniture,3,35,Australia
2261,2024-05-19,1021,Gaming Keyboard,Electronics,4,70,UK
2262,2024-05-30,1039,Mechanical Keyboard,Electronics,4,110,Australia
2263,2024-03-05,1059,24 inch Monitor,Electronics,2,220,Germany
2264,2024-05-03,1014,Laptop Stand,Accessories,4,40,Canada
2265,2024-04-01,1074,24 inch Monitor,Electronics,3,220,India
2266,2024-06-17,1051,24 inch Monitor,Electronics,1,220,Canada
2267,2024-06-24,1100,Ergonomic Mouse Pad,Accessories,1,18,Canada
2268,2024-05-07,1037,Laptop Stand,Accessories,5,40,Singapore
2269,2024-03-31,1029,Mechanical Keyboard,Electronics,2,110,Canada
2270,2024-03-05,1087,Ergonomic Mouse Pad,Accessories,2,18,Australia
2271,2024-01-25,1081,Mechanical Keyboard,Electronics,1,110,UK
2272,2024-04-22,1005,Webcam HD,Electronics,3,60,Australia
2273,2024-02-03,1012,24 inch Monitor,Electronics,3,220,Australia
2274,2024-04-16,1023,Laptop Stand,Accessories,2,40,Singapore
2275,2024-05-18,1047,External Hard Drive,Electronics,5,120,UK
2276,2024-02-12,1033,Desk Lamp,Furniture,3,35,Australia
2277,2024-03-27,1015,Desk Lamp,Furniture,1,35,USA
2278,2024-02-27,1087,Ergonomic Mouse Pad,Accessories,4,18,Singapore
2279,2024-05-22,1047,Gaming Keyboard,Electronics,4,70,India
2280,2024-03-08,1069,Gaming Keyboard,Electronics,4,70,UK
2281,2024-06-21,1096,Mechanical Keyboard,Electronics,3,110,Canada
2282,2024-04-07,1082,USB-C Cable,Accessories,1,12,Australia
2283,2024-02-29,1061,Wireless Mouse,Electronics,5,25.5,Canada
2284,2024-03-24,1079,Laptop Stand,Accessories,1,40,Australia
2285,2024-04-28,1090,24 inch Monitor,Electronics,4,220,India
2286,2024-02-05,1006,Wireless Mouse,Electronics,3,25.5,Germany
2287,2024-01-30,1013,Laptop Stand,Accessories,5,40,USA
2288,2024-04-09,1059,USB-C Cable,Accessories,5,12,Germany
2289,2024-05-30,1096,Ergonomic Mouse Pad,Accessories,2,18,Germany
2290,2024-06-16,1013,Desk Lamp,Furniture,5,35,Germany
2291,2024-03-12,1005,Ergonomic Mouse Pad,Accessories,3,18,USA
2292,2024-04-23,1057,Laptop Stand,Accessories,3,40,India
2293,2024-06-24,1048,External Hard Drive,Electronics,3,120,India
2294,2024-04-11,1036,Laptop Stand,Accessories,1,40,Singapore
2295,2024-04-26,1012,Mechanical Keyboard,Electronics,2,110,Australia
2296,2024-06-12,1077,Wireless Mouse,Electronics,1,25.5,Singapore
2297,2024-03-26,1032,Office Chair,Furniture,5,150,USA
2298,2024-01-18,1098,External Hard Drive,Electronics,2,120,Canada
2299,2024-02-25,1030,USB-C Cable,Accessories,2,12,Singapore
2300,2024-06-01,1001,24 inch Monitor,Electronics,2,220,USA
2301,2024-05-18,1033,Office Chair,Furniture,1,150,Australia
2302,2024-01-07,1017,Wireless Mouse,Electronics,3,25.5,Singapore
2303,2024-03-01,1076,USB-C Cable,Accessories,1,12,USA
2304,2024-03-08,1007,Office Chair,Furniture,4,150,Canada
2305,2024-01-30,1096,Gaming Keyboard,Electronics,4,70,Germany
2306,2024-04-02,1066,Webcam HD,Electronics,1,60,Germany
2307,2024-05-08,1029,Webcam HD,Electronics,1,60,Australia
2308,2024-06-17,1067,24 inch Monitor,Electronics,4,220,Australia
2309,2024-01-08,1008,Desk Lamp,Furniture,4,35,Germany
2310,2024-06-24,1014,Desk Lamp,Furniture,4,35,India
2311,2024-01-21,1042,Webcam HD,Electronics,2,60,India
2312,2024-02-02,1036,Webcam HD,Electronics,5,60,Canada
2313,2024-03-24,1049,Webcam HD,Electronics,5,60,UK
2314,2024-04-26,1065,Webcam HD,Electronics,4,60,India
2315,2024-06-28,1015,Mechanical Keyboard,Electronics,5,110,Australia
2316,2024-02-25,1056,Desk Lamp,Furniture,2,35,Germany
2317,2024-03-27,1059,Bluetooth Headphones,Electronics,4,95,Australia
2318,2024-01-25,1041,Bluetooth Headphones,Electronics,3,95,Australia
2319,2024-03-06,1048,Office Chair,Furniture,4,150,India
2320,2024-01-24,1011,Gaming Keyboard,Electronics,4,70,India
2321,2024-04-05,1017,External Hard Drive,Electronics,1,120,Canada
2322,2024-05-23,1072,USB-C Cable,Accessories,1,12,Germany
2323,2024-03-31,1086,Bluetooth Headphones,Electronics,1,95,UK
2324,2024-06-02,1040,USB-C Cable,Accessories,1,12,Canada
2325,2024-05-09,1028,Office Chair,Furniture,4,150,USA
2326,2024-01-28,1045,External Hard Drive,Electronics,3,120,India
2327,2024-03-12,1074,Laptop Stand,Accessories,4,40,Singapore
2328,2024-05-23,1099,Webcam HD,Electronics,5,60,Australia
2329,2024-06-13,1072,Wireless Mouse,Electronics,5,25.5,Australia
2330,2024-06-26,1035,Wireless Mouse,Electronics,2,25.5,UK
2331,2024-06-28,1098,24 inch Monitor,Electronics,3,220,UK
2332,2024-01-02,1024,Office Chair,Furniture,5,150,Australia
2333,2024-04-12,1009,Office Chair,Furniture,1,150,India
2334,2024-05-15,1028,Bluetooth Headphones,Electronics,4,95,Germany
2335,2024-03-28,1021,USB-C Cable,Accessories,3,12,Australia
2336,2024-03-24,1100,Webcam HD,Electronics,5,60,India
2337,2024-01-14,1020,Office Chair,Furniture,5,150,India
2338,2024-06-21,1011,24 inch Monitor,Electronics,4,220,Australia
2339,2024-04-18,1063,Webcam HD,Electronics,4,60,Germany
2340,2024-03-10,1028,External Hard Drive,Electronics,1,120,UK
2341,2024-04-20,1015,24 inch Monitor,Electronics,5,220,Germany
2342,2024-05-14,1086,24 inch Monitor,Electronics,1,220,USA
2343,2024-04-11,1077,Wireless Mouse,Electronics,1,25.5,USA
2344,2024-03-18,1028,Office Chair,Furniture,3,150,UK
2345,2024-03-24,1016,Wireless Mouse,Electronics,4,25.5,Australia
2346,2024-04-20,1023,Office Chair,Furniture,4,150,Canada
2347,2024-06-29,1030,External Hard Drive,Electronics,5,120,Singapore
2348,2024-06-20,1046,Gaming Keyboard,Electronics,4,70,Singapore
2349,2024-01-11,1056,Wireless Mouse,Electronics,4,25.5,India
2350,2024-03-21,1074,Bluetooth Headphones,Electronics,5,95,Germany
2351,2024-06-12,1054,24 inch Monitor,Electronics,1,220,Germany
2352,2024-01-06,1042,Office Chair,Furniture,5,150,Germany
2353,2024-06-25,1047,Gaming Keyboard,Electronics,4,70,Singapore
2354,2024-01-28,1032,Bluetooth Headphones,Electronics,5,95,Germany
2355,2024-05-14,1011,Bluetooth Headphones,Electronics,3,95,Australia
2356,2024-03-27,1029,USB-C Cable,Accessories,2,12,India
2357,2024-05-10,1082,Gaming Keyboard,Electronics,5,70,Canada
2358,2024-02-19,1100,USB-C Cable,Accessories,3,12,Australia
2359,2024-06-14,1019,Laptop Stand,Accessories,1,40,USA
2360,2024-03-06,1026,Office Chair,Furniture,5,150,USA
2361,2024-06-16,1010,Office Chair,Furniture,4,150,Germany
2362,2024-05-24,1098,Webcam HD,Electronics,4,60,Australia
2363,2024-05-24,1083,Mechanical Keyboard,Electronics,5,110,UK
2364,2024-06-09,1041,Office Chair,Furniture,4,150,India
2365,2024-04-30,1057,Mechanical Keyboard,Electronics,3,110,Singapore
2366,2024-03-11,1076,Wireless Mouse,Electronics,3,25.5,Canada
2367,2024-01-19,1040,Desk Lamp,Furniture,4,35,India
2368,2024-01-15,1048,24 inch Monitor,Electronics,1,220,Australia
2369,2024-01-24,1079,Webcam HD,Electronics,5,60,Germany
2370,2024-04-28,1075,External Hard Drive,Electronics,1,120,Germany
2371,2024-05-26,1084,Laptop Stand,Accessories,3,40,Canada
2372,2024-05-01,1065,Office Chair,Furniture,1,150,Germany
2373,2024-01-27,1044,Ergonomic Mouse Pad,Accessories,1,18,Canada
2374,2024-06-14,1023,Wireless Mouse,Electronics,2,25.5,Australia
2375,2024-04-22,1057,External Hard Drive,Electronics,5,120,Canada
2376,2024-02-10,1047,USB-C Cable,Accessories,3,12,Germany
2377,2024-04-14,1100,USB-C Cable,Accessories,5,12,India
2378,2024-06-10,1083,USB-C Cable,Accessories,1,12,UK
2379,2024-01-25,1072,Mechanical Keyboard,Electronics,4,110,UK
2380,2024-03-05,1093,Mechanical Keyboard,Electronics,5,110,Singapore
2381,2024-02-08,1043,Gaming Keyboard,Electronics,5,70,Australia
2382,2024-02-06,1045,24 inch Monitor,Electronics,4,220,USA
2383,2024-06-01,1091,Gaming Keyboard,Electronics,3,70,Canada
2384,2024-04-06,1083,USB-C Cable,Accessories,2,12,Australia
2385,2024-06-28,1095,Mechanical Keyboard,Electronics,5,110,India
2386,2024-06-14,1086,Bluetooth Headphones,Electronics,5,95,UK
2387,2024-01-05,1047,24 inch Monitor,Electronics,2,220,USA
2388,2024-03-28,1099,Desk Lamp,Furniture,2,35,USA
2389,2024-02-05,1020,Gaming Keyboard,Electronics,3,70,Singapore
2390,2024-01-26,1065,External Hard Drive,Electronics,5,120,India
2391,2024-06-18,1044,Webcam HD,Electronics,2,60,Canada
2392,2024-04-06,1020,Office Chair,Furniture,2,150,Singapore
2393,2024-06-26,1099,Webcam HD,Electronics,2,60,Australia
2394,2024-04-22,1006,Bluetooth Headphones,Electronics,3,95,Australia
2395,2024-03-01,1057,Webcam HD,Electronics,3,60,Singapore
2396,2024-04-24,1030,External Hard Drive,Electronics,2,120,UK
2397,2024-04-30,1025,USB-C Cable,Accessories,5,12,Germany
2398,2024-04-28,1099,24 inch Monitor,Electronics,4,220,Canada
2399,2024-05-15,1054,Office Chair,Furniture,2,150,Singapore
2400,2024-06-03,1018,24 inch Monitor,Electronics,1,220,Australia
